campaign,site_dcm,placement,mission,date,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-24,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,12,0,985.59
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-25,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,3,17430,0,7,0,636.62
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-26,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,10,27117,0,15,0,1255.67
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-27,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,7,0,19,0,1958.979999
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-28,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,14,0,1064.06
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-29,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,14,0,1386.17
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-11-30,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,11,0,1058.15
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-01,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,17,0,1587.24
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-02,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,6,16699,0,22,0,1803.519999
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-03,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,3,6725,0,15,0,1718.9
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-04,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,5,11445,0,12,0,1108.64
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-05,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,10696,0,17,0,1774.29
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-06,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,1,0,10,0,1056.73
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-07,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,22,0,1796.67
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-08,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,1,0,15,0,1535.729999
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-09,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,19,0,1559.239999
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-10,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,1,11483,0,11,0,823.71
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-11,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,16,38510,0,21,0,1792.7
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-12,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,2,0,25,0,2327.8
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-13,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,19,0,2287.16
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-14,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,1,0,14,0,1574.25
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-15,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,14,0,1480.31
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-16,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,19,0,1732.8
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-17,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,20,0,1888.65
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-18,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,17,0,2023.73
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-19,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,10,0,1164.63
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-20,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,6,0,821.63
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-21,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,9,0,1001.27
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-22,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,5,0,508.49
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-23,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,2,0,135.3
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-25,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,1,0,41.7
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-26,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,2,0,99.52
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-27,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,6,0,490.48
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-28,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,2,0,155.17
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-29,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,3,0,188.46
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-30,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,2,0,116.199999
Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,Programmatic Trade Desk,PKW8HS_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 728x90,Brand,2017-12-31,Sainsburys_Scarlet_Xmas_2017_Decorations_728x90,0,0,0,1,0,63.34
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-08,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,3,9,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-12,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,5,6176,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-13,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,4,7361,0,3,0,327.44
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-14,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,3,0,292.84
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-15,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,194.63
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-16,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,1,0,3,0,489.55
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-17,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,5,6045,0,5,0,619.63
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-18,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,5,0,384.5
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-19,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,5,6660,0,4,0,406.18
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-20,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,6,0,556.92
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-21,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,7,0,610.54
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-22,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,4,0,272.23
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-23,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,4,0,245.47
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-24,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,4,0,363.02
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-25,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,6,4377,0,9,0,573.64
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-26,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,6,7255,0,6,0,360.99
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-27,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,1,0,9,0,725.84
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-28,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,5,0,456.37
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-29,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,8,0,595.17
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-11-30,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,12,0,1229.28
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-01,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,197.78
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-02,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,1,4218,0,9,0,718.86
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-03,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,1835,0,5,0,382.9
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-04,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,1,2139,0,5,0,425.13
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-05,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,2005,0,5,0,793.26
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-06,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,2,0,5,0,373.33
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-07,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,9,0,895.139999
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-08,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,4,0,447.6
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-09,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,1,0,74.4
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-10,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,7,3302,0,3,0,338.85
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-11,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,2,10403,0,7,0,566.5
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-12,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,2,0,10,0,888.54
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-13,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,5,0,578.029999
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-14,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,7,0,639.45
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-15,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,3,0,456.71
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-16,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,201.82
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-17,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,5,0,503.27
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-18,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,4,5761,0,2,0,205.82
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-19,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,4,11226,0,12,0,1070.66
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-20,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,7,0,713.88
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-21,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,8,0,977.3
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-22,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,2938,0,5,0,561.92
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-24,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,180.76
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-26,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,5,0,430.49
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-27,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,3,0,251.11
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-29,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,194.63
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-30,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,2,0,135.93
Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,Programmatic Trade Desk,PKW8HT_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 300x600,Brand,2017-12-31,Sainsburys_Scarlet_Xmas_2017_Decorations_300x600,0,0,0,4,0,342.26
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-08,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,3,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-09,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,2,6,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-12,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,8,3351,0,1,0,102.44
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-13,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,3,4472,0,2,0,176.36
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-14,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,1,0,3,0,227.39
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-15,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,1,0,64.11
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-16,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,3,0,244.27
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-17,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,5,2509,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-18,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,4,0,257.67
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-19,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,6,3750,0,3,0,279.3
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-20,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,1,0,3,0,191.17
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-21,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,4,0,229.43
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-22,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,2,0,171.26
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-23,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,0,0,0,1,0,75.9
Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,Programmatic Trade Desk,PKW8HV_Programmatic PHDCPMTV ALIGNMENTProgrammatic Display 970x250,Brand,2017-11-25,Sainsburys_Scarlet_Xmas_2017_Decorations_970x250,4,2900,0,3,0,199.83
